"Leaf_area_mm2"	"Nmass_mg_g"	"LMA_g_m2"	"Plant_height_m"	"Diaspore_mass_mg"	"SSD_combined_mg_mm3"
"Acacia galpinii"	NA	NA	NA	1.17106069553447	1.91461295528727	0.628032221891572
"Acacia gaumeri"	NA	NA	NA	NA	0.83072266805261	NA
"Acacia genistifolia"	NA	NA	1.4165450982347	NA	0.789533530898609	NA
"Acacia gentlei"	NA	NA	NA	NA	1.10550914517858	NA
"Acacia georginae"	NA	NA	NA	0.862545758172596	1.12402260251581	0.949325128110583
"Acacia gerrardii"	0.142151822250405	0.871086304302815	1.24771738931901	1.03499868186938	1.19880539721328	0.949325128110583
"Acacia gillii"	NA	NA	NA	NA	0.533049242179498	NA
"Acacia gladiiformis"	NA	NA	NA	NA	0.717950860744673	NA
"Acacia glandulicarpa"	NA	NA	NA	NA	0.0925930168203501	NA
"Acacia glauca"	NA	NA	NA	0.608023697065532	0.13949392726706	NA
"Acacia glaucissima"	NA	NA	NA	NA	-0.161077202334056	NA
"Acacia glaucocarpa"	NA	NA	NA	NA	0.638002724879007	0.973795778934799
"Acacia glomerosa"	-2.0174440971493	NA	NA	1.5783189985037	1.70670762834965	NA
"Acacia gnidium"	NA	NA	NA	NA	0.0874685471444292	NA
"Acacia goetzei"	NA	NA	NA	0.845073245708405	NA	1.20256062095452
"Acacia gonoclada"	NA	NA	NA	NA	-0.0639016959123038	NA
"Acacia gordonii"	NA	NA	NA	NA	0.401150370504386	NA
"Acacia gourmaensis"	NA	0.706155825982729	-0.031932462458475	NA	1.24886892751446	NA
"Acacia gracilifolia"	NA	NA	NA	NA	0.62885026172406	NA
"Acacia grandicornuta"	0.328510755727892	0.62979132675558	0.855266693756258	0.766352017661524	1.27482563000116	NA
"Acacia granitica"	NA	NA	NA	NA	0.274350450733147	NA
"Acacia grasbyi"	NA	NA	NA	NA	NA	1.39892025104321
"Acacia greggii"	-1.02981530120925	0.76421647490459	0.946376952548165	0.709277947472357	1.40831937118817	NA
"Acacia grisea"	NA	NA	NA	NA	-0.278462057249553	NA
"Acacia gummifera"	NA	NA	NA	NA	1.96782545948784	NA
"Acacia gunnii"	NA	NA	NA	NA	0.392603005369788	NA
"Acacia haematoxylon"	NA	0.51524007729934	NA	0.221500742323101	1.51529938105756	NA
"Acacia hakeoides"	-0.57264606674465	NA	2.13628429434994	0.487184296964755	0.718995757163721	NA
"Acacia hamersleyensis"	NA	NA	NA	NA	0.486207363675264	NA
"Acacia hamiltoniana"	NA	NA	NA	NA	0.474713416910038	NA
"Acacia hammondii"	NA	NA	NA	NA	0.0481871397470765	NA
"Acacia hamulosa"	NA	NA	NA	NA	1.24954912580908	NA
"Acacia harpophylla"	NA	NA	NA	NA	1.10125552250725	1.22824655482324
"Acacia harveyi"	NA	NA	NA	NA	0.346406148400233	NA
"Acacia havilandiorum"	-1.36445368351655	-0.395961533926897	2.04861031816707	0.3313952147794	0.0269879461041397	NA
"Acacia hayesii"	NA	NA	0.70624687794231	NA	NA	-0.440558748227706
"Acacia hebeclada"	NA	1.01429571494646	NA	0.0151437789009253	1.58498771117983	NA
"Acacia hemignosta"	NA	NA	NA	0.983385158273373	1.02049781026656	0.598629320885218
"Acacia hemiteles"	NA	NA	NA	NA	0.816929720682783	NA
"Acacia hemsleyi"	NA	NA	NA	NA	0.505000491866051	0.476235298876867
"Acacia hereroensis"	NA	NA	NA	0.359875715716135	0.803237879805386	NA
"Acacia heterochroa"	NA	NA	NA	NA	0.182942201701782	NA
"Acacia heteroclita"	NA	NA	NA	NA	0.189926982762125	NA
"Acacia hilliana"	NA	NA	NA	NA	0.03318677290728	NA
"Acacia hindsii"	NA	NA	NA	NA	0.914366344829271	NA
"Acacia hirtipes"	NA	NA	NA	NA	0.323907510409011	NA
"Acacia hispidula"	NA	NA	NA	NA	0.99229509958465	NA
"Acacia hockii"	NA	NA	NA	0.409273870463955	0.824676054786672	NA
"Acacia holosericea"	NA	0.0339428281494974	2.09888943833373	0.608023697065532	0.077262606251423	0.873959616573998
"Acacia homalophylla"	-0.726670830744253	NA	2.26529974546097	0.65736788351011	0.405055757894898	NA
"Acacia howittii"	NA	NA	NA	NA	-0.0573712594748485	NA
"Acacia hubbardiana"	NA	NA	NA	NA	0.217456058866767	NA
"Acacia humifusa"	NA	NA	NA	NA	0.730907542441593	NA
"Acacia hyaloneura"	NA	NA	NA	NA	-0.0324641306534607	NA
"Acacia imbricata"	NA	NA	NA	NA	0.251210813408877	NA
"Acacia implexa"	NA	NA	NA	0.487184296964755	0.578514558332033	0.562733313079829
"Acacia inaequilatera"	NA	NA	NA	NA	0.957576535244305	NA
"Acacia incanicarpa"	NA	NA	NA	NA	0.215429277639067	NA
"Acacia inceana"	NA	NA	NA	NA	0.323907510409011	NA
"Acacia ingramii"	NA	NA	NA	NA	0.601180734541036	NA
"Acacia insolita"	NA	NA	NA	NA	0.309326421778487	NA
"Acacia irrorata"	-2.87614525115202	NA	-0.354032302789319	1.03272934471795	0.220330423292728	0.311222649027877
"Acacia iteaphylla"	NA	NA	NA	NA	0.792698464824393	NA
"Acacia ixiophylla"	NA	NA	NA	NA	0.0783255931917508	NA
"Acacia jennerae"	NA	NA	NA	NA	1.22628009859897	0.873959616573998
"Acacia johnwoodii"	NA	NA	NA	NA	1.55292173883449	NA
"Acacia jonesii"	NA	NA	NA	NA	0.410251705706536	NA
"Acacia jucunda"	NA	NA	NA	NA	0.466386892187354	NA
"Acacia julifera"	NA	NA	NA	NA	0.726437980484723	NA
"Acacia juncifolia"	NA	NA	NA	NA	0.199181513274601	NA
"Acacia karroo"	-1.21990616835772	0.263420001130127	0.703668049174857	0.679454529556577	0.530147874368925	0.713600831946525
"Acacia kempeana"	NA	NA	NA	0.706756675987241	0.42096386498859	NA
"Acacia kettlewelliae"	NA	NA	NA	NA	0.548322025497345	NA
"Acacia kirkii"	NA	NA	NA	0.717834261645355	1.07571075851592	NA
"Acacia koa"	0.199506334725647	0.596321057442937	0.78381783650068	1.31476876611293	1.56655199862022	0.507582279116571
"Acacia koaia"	NA	NA	NA	1.09062522429736	0.308480534658483	NA
"Acacia kosiensis"	NA	NA	NA	NA	1.22992953846594	NA
"Acacia kraussiana"	NA	NA	NA	0.409273870463955	1.43128688655973	NA
"Acacia kybeanensis"	NA	NA	NA	NA	0.476850211626452	NA
"Acacia kydrensis"	NA	NA	NA	NA	0.458870062932815	NA
"Acacia laccata"	NA	NA	NA	NA	NA	0.821998855920093
"Acacia lachnophylla"	NA	NA	NA	NA	-0.418627799894341	NA
"Acacia laeta"	NA	NA	NA	NA	1.32670783569296	NA
"Acacia lanigera"	NA	NA	NA	NA	0.366485361720171	NA
"Acacia lasiocalyx"	NA	NA	NA	NA	0.680989842473895	0.713600831946525
"Acacia lasiocarpa"	NA	NA	NA	NA	-0.114714859602845	NA
"Acacia lasiopetala"	NA	NA	NA	0.409273870463955	NA	NA
"Acacia latescens"	NA	NA	NA	NA	1.36347614732125	NA
"Acacia latipes"	NA	NA	NA	NA	-0.0936689094999262	NA
"Acacia latisepala"	NA	NA	NA	NA	1.18645470692719	NA
"Acacia latistipulata"	NA	NA	NA	0.706756675987241	NA	NA
"Acacia latzii"	NA	NA	NA	0.608023697065532	0.370213305619019	NA
"Acacia legnota"	NA	NA	NA	NA	0.885450085700277	NA
"Acacia leiocalyx"	NA	NA	NA	NA	0.00548502805349194	NA
"Acacia leiophylla"	NA	NA	NA	NA	0.216848866874135	NA
"Acacia leprosa"	NA	NA	NA	NA	-0.021942245117392	NA
"Acacia leptocarpa"	NA	NA	NA	NA	0.328934638298856	NA
"Acacia leptoclada"	NA	NA	NA	NA	0.303076275226932	NA
"Acacia leptospermoides"	NA	NA	NA	NA	-0.527593099981044	NA
"Acacia leptostachya"	NA	NA	NA	NA	-0.146454447789314	NA
"Acacia leucoclada"	NA	NA	NA	NA	0.518094105526844	NA
"Acacia leucolobia"	NA	NA	NA	NA	0.715090251892854	NA
"Acacia leucophloea"	NA	-0.188897706487506	NA	NA	0.68027387730513	0.450779223698935
"Acacia ligulata"	-1.08360444595197	NA	2.30794683841955	0.487184296964755	0.699103989385937	NA
"Acacia ligustrina"	NA	NA	NA	NA	-0.162137848498356	NA
"Acacia linearifolia"	NA	NA	NA	NA	0.636934421613259	NA
"Acacia lineata"	-2.16386926130728	NA	1.69525429875995	-0.211925101854924	0.295621526707654	NA
"Acacia lineolata"	NA	NA	NA	NA	-0.294709821614019	NA
"Acacia linifolia"	NA	NA	NA	0.487184296964755	0.660766895892473	NA
"Acacia lirellata"	NA	NA	NA	NA	-0.215703520603777	NA
"Acacia longifolia"	NA	0.243956619951123	0.72591758923924	0.714819337854374	0.448865813603702	0.16802641706311
"Acacia longifolia subsp. sophorae"	NA	NA	NA	NA	0.545186449576274	NA
"Acacia longispicata"	NA	NA	NA	NA	0.36531242051514	NA
"Acacia longispinea"	NA	NA	NA	NA	-0.0500694595260457	NA
"Acacia longissima"	-0.628732212419469	NA	1.56862608232474	-0.0786271883736133	0.34938470489557	NA
"Acacia lucasii"	NA	NA	NA	NA	0.393679265684631	NA
"Acacia luederitzii"	-0.070127889887738	0.668471391437211	1.08616695866667	0.475552711434621	1.1643471883429	NA
"Acacia lysiphloia"	NA	NA	NA	NA	0.536585211965066	NA
"Acacia mabellae"	NA	NA	NA	NA	0.428116767385243	NA
"Acacia macilenta"	NA	NA	NA	NA	1.15989213021055	NA
"Acacia macnuttiana"	NA	NA	NA	NA	0.724751779318078	NA
"Acacia maconochieana"	NA	NA	NA	NA	NA	1.02180971376028
"Acacia macracantha"	NA	NA	NA	0.791007285475875	0.948264422164368	0.848157189623383
"Acacia macrostachya"	NA	NA	NA	0.496845185624894	1.1914850899286	NA
"Acacia maidenii"	NA	NA	NA	NA	0.403089197518397	0.538419529713088
"Acacia maitlandii"	NA	NA	NA	0.3313952147794	0.225483856280315	NA
"Acacia mangium"	0.899973648882254	0.447227583815432	-0.151442139463322	1.08211813719508	0.423742422464335	0.0921583351973473
"Acacia mayana"	NA	NA	NA	0.79023422022164	1.86069145126955	0.848157189623383
"Acacia mearnsii"	-3.11018561982547	0.711660167225147	0.591321955669359	0.537195471026571	0.41912581007499	0.553652134708704
"Acacia megacephala"	NA	NA	NA	NA	0.141844156844683	NA
"Acacia meiantha"	NA	NA	NA	NA	0.000255077488007677	NA
"Acacia meisneri"	NA	NA	NA	NA	0.958052592572671	NA
"Acacia melanoceras"	0.971512648825136	1.35527391750538	-0.626328568389685	1.0948732509337	NA	NA
"Acacia melanoxylon"	-0.0963826708175163	0.514677779760127	0.784271735422842	0.938584396935957	0.383179367024539	0.237394175905343
"Acacia melleodora"	NA	NA	NA	NA	0.181859107983029	NA
"Acacia mellifera"	-1.01412144170742	1.89178771403796	1.42497834455607	0.456549634671862	1.16194084388862	1.32764655132976
"Acacia menzelii"	NA	NA	NA	NA	0.149985990248268	NA
"Acacia merrallii"	NA	NA	NA	NA	-0.736179959681398	NA
"Acacia merrickiae"	NA	NA	NA	NA	0.528112596911224	NA
"Acacia microbotrya"	NA	NA	NA	NA	0.767918479280173	NA
"Acacia microcarpa"	NA	NA	NA	NA	0.0360780890222608	NA
"Acacia millefolia"	NA	NA	NA	NA	1.36407913192856	NA
"Acacia mimula"	NA	0.486288015098049	1.46786037633607	NA	1.65522482243432	NA
"Acacia minutifolia"	NA	NA	NA	NA	0.0920117997322218	NA
"Acacia mitchellii"	NA	NA	NA	NA	0.466697710047554	NA
"Acacia modesta"	NA	NA	NA	NA	0.818385257176954	1.09162554091554
"Acacia mollifolia"	NA	NA	NA	NA	0.598065341785336	NA
"Acacia montana"	NA	NA	NA	NA	0.209043350117919	NA
"Acacia monticola"	NA	NA	NA	0.862545758172596	0.6570317827241	NA
"Acacia montigena"	NA	NA	NA	0.79023422022164	0.510164049482722	NA
"Acacia montis-usti"	NA	NA	NA	NA	2.02015980678685	NA
"Acacia mucronata"	NA	NA	NA	NA	0.119681326915246	NA
"Acacia muelleriana"	-2.30805899393239	NA	2.30794683841955	-0.638900086658767	NA	NA
"Acacia multisiliqua"	NA	NA	NA	NA	0.403265090832068	NA
"Acacia multispicata"	NA	NA	NA	NA	0.113150995298843	NA
"Acacia murrayana"	NA	NA	NA	0.862545758172596	0.859913967195826	0.16802641706311
"Acacia mutabilis"	NA	NA	NA	NA	0.101613612183547	NA
"Acacia myrtifolia"	NA	NA	1.5759487268047	NA	0.220833037349126	NA
"Acacia nana"	NA	NA	NA	NA	0.701917765339389	NA
"Acacia nanodealbata"	NA	NA	NA	NA	0.312276064474897	NA
"Acacia nebrownii"	NA	NA	NA	0.378228786038677	NA	NA
"Acacia nematophylla"	NA	NA	NA	NA	0.530586872114986	NA
"Acacia neovernicosa"	NA	NA	NA	NA	0.199443484916405	NA
"Acacia neriifolia"	NA	NA	NA	NA	0.731759768435523	NA
"Acacia neurocarpa"	NA	NA	NA	NA	0.288628945281366	NA
"Acacia neurophylla"	NA	NA	NA	NA	-0.160547702451239	NA
"Acacia nigrescens"	0.799424695332674	0.949360941006364	0.675112633901224	0.95475246542734	1.72311574072114	NA
"Acacia nigripilosa"	NA	NA	NA	NA	0.403616696198759	NA
"Acacia nilotica"	0.110913726004013	0.0787193254940465	1.52161198336341	0.644663028316887	1.5416716290626	0.951786451137528
"Acacia nilotica subsp. adstringens"	NA	NA	NA	NA	1.56472662906147	NA
"Acacia nodiflora"	NA	NA	NA	NA	0.627490398414379	NA
"Acacia notabilis"	NA	NA	NA	NA	0.475019220080828	NA
"Acacia nova-anglica"	NA	NA	NA	NA	0.947475649622879	NA
"Acacia obliquinervia"	NA	NA	NA	NA	0.729979597325901	NA
"Acacia obtusata"	NA	NA	NA	NA	0.502196153332407	NA
"Acacia obtusifolia"	NA	NA	NA	NA	0.619945864856269	NA
"Acacia occidentalis"	NA	NA	NA	NA	1.81261503859273	NA
"Acacia oerfota"	NA	NA	NA	NA	1.29878388421583	NA
"Acacia olgana"	NA	0.0535700048595851	NA	NA	NA	NA
"Acacia olsenii"	NA	NA	NA	NA	0.879520948001819	NA
"Acacia omalophylla"	NA	NA	NA	NA	NA	1.55549412652335
"Acacia oncinocarpa"	NA	NA	NA	NA	0.526179855937105	NA
"Acacia ophiolithica"	NA	NA	NA	NA	-0.432844313821529	NA
"Acacia oraria"	NA	NA	NA	NA	0.837632736483592	1.28686112723366
"Acacia origena"	NA	NA	NA	NA	1.36347614732125	NA
"Acacia oshanesii"	NA	NA	NA	NA	0.422253365071508	0.949325128110583
"Acacia oswaldii"	-1.0169862314136	-0.0871753551887215	2.01120307712732	0.522937219780065	1.26357596150474	1.38722576922058
"Acacia oxycedrus"	NA	NA	NA	0.3313952147794	0.680805832790931	NA
"Acacia pachycarpa"	NA	NA	NA	NA	1.6790319796531	1.15896216920882
"Acacia pallidifolia"	NA	NA	NA	NA	NA	0.713600831946525
"Acacia paolii"	NA	NA	NA	NA	1.347943827535	NA
"Acacia papulosa"	NA	NA	NA	NA	-0.057804038858855	NA
"Acacia papyrocarpa"	NA	NA	NA	NA	NA	1.38135137383879
"Acacia paradoxa"	-1.74398985083989	NA	1.04102448963979	-0.838275600353203	0.273444677769105	NA
"Acacia parramattensis"	NA	NA	0.4481801845427	NA	0.230438024602677	NA
"Acacia parvipinnula"	NA	NA	NA	NA	0.341270713038087	NA
"Acacia pellita"	NA	NA	NA	NA	NA	0.685504775456837
"Acacia pendula"	NA	NA	NA	NA	0.61130558918877	1.42593015598939
"Acacia pennata"	NA	1.13668603590644	NA	NA	1.2193093368128	NA
"Acacia pennatula"	NA	NA	NA	NA	1.30215924672412	NA
"Acacia penninervis"	-0.194401374127875	NA	1.60238736189959	0.18491226715134	1.09146882329526	0.565750734760242
"Acacia perangusta"	NA	NA	NA	NA	0.268434065866878	NA
"Acacia permixta"	NA	NA	NA	0.258257855671644	NA	NA
"Acacia pervillei"	NA	NA	NA	NA	0.975247434536061	NA
"Acacia peuce"	NA	NA	NA	NA	NA	1.82210064391828
"Acacia phaeocalyx"	NA	NA	NA	NA	0.704462387405216	NA
"Acacia phasmoides"	NA	NA	NA	NA	0.443171606417283	NA
"Acacia phlebocarpa"	NA	NA	NA	NA	0.495396495194994	NA
"Acacia piligera"	NA	NA	NA	NA	0.826217506527635	NA
"Acacia pilispina"	NA	NA	NA	0.51579322956784	NA	NA
"Acacia pilligaensis"	NA	NA	NA	NA	0.213394437617898	NA
"Acacia pinguiculosa"	NA	NA	NA	NA	-0.359130496536818	NA
"Acacia pinguifolia"	NA	NA	NA	NA	0.321437216355403	NA
"Acacia pinnata"	NA	NA	NA	0.748517114969076	NA	NA
"Acacia platycarpa"	NA	NA	NA	0.983385158273373	1.63662905385637	NA
"Acacia plectocarpa"	-2.11254858240068	NA	NA	NA	0.637602372446941	NA
"Acacia plicata"	NA	NA	NA	NA	0.150562623087967	NA
"Acacia podalyriifolia"	NA	NA	NA	0.519121806261205	0.871849725102528	0.713600831946525
"Acacia polyacantha"	NA	NA	NA	1.41917407470201	1.26896287251207	1.29714000944906
"Acacia polybotrya"	NA	NA	NA	NA	0.742910736745208	NA
"Acacia polyphylla"	-1.35526778052569	NA	NA	0.79023422022164	NA	0.523063582443938
"Acacia polystachya"	NA	NA	NA	NA	0.512442346361129	NA
"Acacia praecox"	-2.55559895707335	1.12955809398784	0.589574275350421	0.608023697065532	1.23563206390118	1.10981703892716
"Acacia prainii"	NA	NA	NA	NA	1.07701355210573	NA
"Acacia pravifolia"	NA	NA	NA	NA	0.340078258305737	NA
"Acacia pravissima"	NA	NA	NA	NA	0.150735486319162	NA
"Acacia pringlei"	NA	NA	NA	NA	0.829439520892075	NA
"Acacia prominens"	NA	NA	NA	1.20295753729586	0.445476330934645	NA
"Acacia pruinocarpa"	NA	NA	NA	NA	0.840454682365834	1.31550275876058
"Acacia pruinosa"	NA	NA	NA	NA	0.625534937874006	NA
"Acacia ptychoclada"	NA	NA	NA	NA	0.360746487555862	NA
"Acacia pubescens"	NA	NA	NA	NA	0.216950115581773	0.513789974106337
"Acacia pubifolia"	NA	NA	NA	NA	0.259196241191149	NA
"Acacia pulchella"	NA	NA	NA	NA	0.0238970556577851	NA
"Acacia pusilla"	NA	NA	NA	NA	-0.290599264646329	NA
"Acacia pustula"	NA	NA	NA	NA	0.539018957275649	NA
"Acacia pycnantha"	NA	NA	NA	0.97233421534009	0.545639371335723	NA
"Acacia pycnostachya"	NA	NA	NA	NA	0.410251705706536	NA
"Acacia pyrifolia"	NA	NA	NA	NA	0.956074053551873	NA
"Acacia quadrilateralis"	NA	NA	NA	NA	0.289068791970314	NA
"Acacia quadrimarginea"	NA	NA	NA	NA	NA	1.28686112723366
"Acacia quornensis"	NA	NA	NA	NA	0.524794844019783	NA
"Acacia racospermoides"	NA	NA	NA	NA	1.08396213184754	NA
"Acacia ramulosa"	NA	NA	NA	0.706756675987241	1.22869725472009	1.44499010663534
"Acacia reficiens"	NA	NA	NA	NA	0.978983690100851	NA
"Acacia rehmanniana"	NA	NA	NA	0.75869830145249	1.27495373052525	NA
"Acacia repanda"	NA	NA	NA	NA	0.00640243778424494	NA
"Acacia resinimarginea"	NA	NA	NA	NA	-0.275803549499111	1.42593015598939
"Acacia retinodes"	NA	NA	NA	0.983385158273373	0.375921783386569	NA
"Acacia retivenea"	NA	NA	NA	NA	0.900924414050366	NA
"Acacia rhetinocarpa"	NA	NA	NA	NA	0.201534444275043	NA
"Acacia rhigiophylla"	NA	NA	NA	NA	-0.117431840681344	NA
"Acacia rhodophloia"	NA	NA	NA	NA	-0.233821929194421	NA
"Acacia rhodoxylon"	NA	NA	NA	NA	NA	1.62574101382958
"Acacia riceana"	NA	NA	NA	NA	0.21947484488147	NA
"Acacia richii"	NA	NA	NA	1.23790721938044	NA	0.768574220916346
"Acacia rigens"	NA	NA	NA	0.111822835756914	1.04968962086325	NA
"Acacia rigidula"	-1.77295437951925	0.457729143675963	NA	NA	0.689926216584983	NA
"Acacia riparia"	NA	NA	NA	NA	1.51653914326461	NA
"Acacia robusta"	0.853502359030544	0.380587325633144	1.01279980315032	0.859422961822212	1.54658422683909	0.848157189623383
"Acacia robynsiana"	NA	NA	NA	NA	1.65753471357066	NA
"Acacia roemeriana"	NA	NA	NA	NA	1.66690965964971	NA
"Acacia rossei"	NA	NA	NA	NA	0.879936845294996	NA
"Acacia rostellifera"	NA	NA	NA	NA	0.548904505512835	NA
"Acacia rothii"	NA	NA	NA	NA	1.79434363295073	NA
"Acacia rovumae"	NA	NA	NA	1.09315150712599	NA	NA
"Acacia rubida"	NA	NA	NA	NA	0.478462156282348	NA
"Acacia rugata"	-1.91327027644831	1.06143254736807	NA	0.596972754132249	NA	NA
"Acacia rupicola"	NA	NA	NA	NA	0.602612236428511	NA
"Acacia ruppii"	NA	NA	NA	NA	0.527699052168649	NA
"Acacia sakalava"	NA	NA	NA	NA	1.00885777128216	NA
"Acacia saliciformis"	NA	NA	NA	NA	0.665107922280354	NA
"Acacia salicina"	NA	NA	NA	1.35874661948121	0.985327524688766	0.411942730829548
"Acacia saligna"	NA	NA	NA	0.706756675987241	0.503151932353589	NA
"Acacia schaffneri"	NA	NA	NA	NA	1.41279064967092	NA
"Acacia schinoides"	NA	NA	NA	1.20295753729586	0.470721257041202	NA
"Acacia schweinfurthii"	NA	NA	NA	1.08211813719508	1.45538778935012	NA
"Acacia scirpifolia"	NA	NA	NA	NA	0.662147309777304	NA
"Acacia sclerophylla"	NA	NA	NA	NA	-0.10664940680013	NA
"Acacia sclerosperma"	NA	NA	NA	NA	1.78961695202508	1.15896216920882
"Acacia sekhukhuniensis"	NA	NA	NA	NA	0.995876231303404	NA
"Acacia semirigida"	NA	NA	NA	NA	0.752687918432679	NA
"Acacia senegal"	NA	1.79221859825692	-0.758364094399271	0.607807040883957	1.3338924682205	NA
"Acacia senegalensis"	0.0809461371119274	0.986629588936616	0.643399588616947	0.636298643959705	1.3338924682205	NA
"Acacia sertiformis"	NA	NA	NA	NA	0.971437347561876	NA
"Acacia seyal"	NA	0.568396133118231	NA	0.861529432346681	0.967902168904726	NA
"Acacia shirleyana"	-0.32141864787534	NA	NA	NA	NA	NA
"Acacia shirleyi"	-0.32141864787534	NA	NA	0.862545758172596	0.383545041631801	1.32764655132976
"Acacia sibilans"	NA	NA	NA	NA	NA	1.38722576922058
"Acacia siculiformis"	NA	NA	NA	NA	0.186446508617591	NA
"Acacia sieberiana"	NA	NA	NA	1.12977885405373	1.91616118128607	NA
"Acacia sieberiana var. woodii"	NA	NA	NA	1.12977885405373	NA	NA
"Acacia silvestris"	NA	NA	NA	NA	0.673826174812309	NA
"Acacia simsii"	NA	NA	NA	NA	1.15706975319821	NA
"Acacia sinuata"	NA	NA	NA	0.608023697065532	NA	NA
"Acacia spectabilis"	NA	NA	NA	NA	0.682663334572482	0.924534590446432
"Acacia spilleriana"	NA	NA	NA	NA	0.738453884980567	NA
"Acacia spinescens"	NA	NA	NA	NA	-0.0012933702624299	NA
"Acacia splendens"	NA	NA	NA	NA	0.727745639943289	NA
"Acacia spondylophylla"	NA	NA	NA	NA	0.438596440392799	NA
"Acacia sporadica"	NA	NA	NA	NA	0.52921375191614	NA
"Acacia squamata"	NA	NA	NA	NA	0.199967026231721	NA
"Acacia startii"	NA	NA	NA	NA	0.665950675193883	NA
"Acacia steedmanii"	NA	NA	NA	NA	0.45535583361355	NA
"Acacia stellaticeps"	NA	NA	NA	NA	0.37950817774381	NA
"Acacia stenophylla"	-0.226998065386041	NA	2.61473643816835	0.983385158273373	1.37437559290115	0.919537356656219
"Acacia stereophylla"	NA	NA	NA	NA	-0.237499273815492	NA
"Acacia stipuligera"	NA	NA	NA	NA	0.271173206702726	1.04536839095497
"Acacia stowardii"	-1.58110716015609	NA	3.02851560136666	0.3313952147794	NA	NA
"Acacia stricta"	NA	NA	0.987869613205144	0.221500742323101	-0.00871316466076329	NA
"Acacia strongylophylla"	NA	NA	NA	NA	0.543851998778202	NA
"Acacia stuhlmannii"	NA	NA	NA	0.298847009440234	1.61069574170328	NA
"Acacia suaveolens"	-0.706587054717643	0.0577045568124748	1.74269694798229	-0.16752009892262	0.78544964276498	NA
"Acacia subangulata"	NA	NA	NA	NA	2.25705429705195	NA
"Acacia subcaerulea"	NA	NA	NA	NA	0.865888156605287	NA
"Acacia subporosa"	NA	NA	NA	NA	0.236320406506169	NA
"Acacia subracemosa"	NA	NA	NA	NA	-0.152670252029604	NA
"Acacia subtessarogona"	NA	NA	NA	NA	NA	1.60842172335729
"Acacia subulata"	NA	NA	NA	NA	0.651886243056013	NA
"Acacia sulcata"	NA	NA	NA	NA	-0.328839905539355	NA
"Acacia sutherlandii"	NA	NA	NA	NA	1.93463943876758	NA
"Acacia swazica"	NA	NA	NA	0.0339124092561141	0.754107507667747	NA
"Acacia tanganyikensis"	NA	NA	NA	NA	1.65522482243432	NA
"Acacia telmica"	NA	NA	NA	NA	0.691009819935322	NA
"Acacia tenuifolia"	NA	NA	NA	NA	NA	0.0921583351973473
"Acacia tenuispina"	NA	NA	NA	-0.197833296006497	NA	NA
"Acacia tenuissima"	NA	NA	NA	0.487184296964755	0.0692190364849846	NA
"Acacia terminalis"	NA	NA	1.26185316234934	0.3313952147794	0.781601667332523	NA
"Acacia tetragonophylla"	-2.06913075649679	NA	2.23584953174362	0.311727709048695	0.421914337837453	1.31347121156464
"Acacia tetraneura"	NA	NA	NA	NA	-0.110666244246352	NA
"Acacia tindaleae"	-2.31091933719372	NA	1.47657772391031	-0.0439662464284405	0.40851397367663	NA
"Acacia tomentosa"	NA	NA	NA	NA	NA	0.16802641706311
"Acacia torrei"	NA	NA	NA	0.151993362408573	NA	NA
"Acacia torta"	-2.25848423546118	NA	NA	NA	NA	NA
"Acacia tortilis"	0.101182399971055	1.08791195220595	-0.243307934197708	0.683238175471887	1.06689158499128	NA
"Acacia tortilis subsp. raddiana"	NA	NA	NA	0.3313952147794	1.0712486590519	NA
"Acacia tortuosa"	NA	NA	NA	0.715352604385528	1.13272130924284	NA
"Acacia torulosa"	NA	NA	NA	NA	1.10241421832304	NA
"Acacia trachycarpa"	NA	NA	NA	NA	0.637468852006712	NA
"Acacia trachyphloia"	NA	NA	NA	NA	0.224985791432156	NA
"Acacia tratmaniana"	NA	NA	NA	NA	-0.246183921351274	NA
"Acacia trinervata"	NA	NA	NA	NA	0.442846161833286	0.899415691751931
"Acacia trineura"	-0.620618480793909	NA	1.06199225927976	0.111822835756914	0.0650812371446556	NA
"Acacia triptera"	NA	NA	NA	NA	-0.0206521569192472	NA
"Acacia triquetra"	NA	NA	NA	NA	-0.00989460787363794	NA
"Acacia tropica"	NA	NA	NA	NA	0.192588255483681	NA
"Acacia truncata"	NA	0.138180754777414	NA	NA	-0.0283601664701506	NA
"Acacia tucumanensis"	NA	NA	NA	NA	NA	0.808783129085809
"Acacia tumida"	NA	NA	NA	NA	1.00800610182372	NA
"Acacia ulicifolia"	-1.90170688958971	NA	-0.258260558994488	-0.263538625450926	0.374658724230835	NA
"Acacia ulicina"	NA	NA	NA	NA	-0.0424500395071401	NA
"Acacia umbellata"	NA	NA	NA	NA	0.0654897205435588	NA
