"Genus","Species","SI_status"
"Uvularia","sessilifolia","SI"
"Cytisophyllum","sessilifolium","SI"
"Bonnetia","sessilis","SC"
"Dryandra","sessilis","SI"
"Nicotiana","setchellii","SC"
"Ipomea","setifera","SI"
"Dendrobium","setifolium","SI"
"Lathyrus","setifolius","SC"
"Lathyrus","setifolius var. amphicarpos","SC"
"Rosa","setigera","PSI"
"Desmodium","setigerum","SC"
"Simsia","setosa","SI"
"Glyptopleura","setulosa","SI"
"Leucaena","shannonii","SI"
"Medicago","shepardii","SC"
"Dubautia","sherffiana","SI"
"Mussaenda","shikokiana","SC"
"Chrysanthemum","shiwogiku","PSI"
"Aster","shortii","SI"
"Solidago","shortii","PSI"
"Symphyotrichum","shortii","SI"
"Pentacme","siamensis","PSI"
"Eurybia","sibirica","SC"
"Aster","sibiricus","SC"
"Solanum","sibundoyense","SI"
"Ononis","sicula","SC"
"Turnera","sidoides","SI"
"Primula","sieboldii","PSI"
"Inga","sierrae","SI"
"Diplotaxis","siettiana","SI"
"Lomatia","silaifolia","SI"
"Tetragonolobus","siliquosus","SI"
"Tradescantia","sillamontana","SC"
"Helianthus","silphioides","SI"
"Rhododendron","simiarum","PSI"
"Solanum","simile","SC"
"Viguiera","similis","SI"
"Alyssum","simplex","SC"
"Aster","simplex","SI"
"Murdannia","simplex","SI"
"Potentilla","simplex","SC"
"Protea","simplex","SC"
"Solidago","simplex","SI"
"Swartzia","simplex","PSI"
"Vriesea","simplex","SC"
"Eriosema","simplicifolium","SC"
"Sambucus","simpsonii","SI"
"Rhododendron","simsii","PSI"
"Helianthus","simulans","SI"
"Nicotiana","simulans","SC"
"Echinacea","simulata","SI"
"Aphelandra","sinclairiana","PSI"
"Dendrobium","sinense","SI"
"Tetracentron","sinense","SC"
"Bretschneidera","sinensis","PSI"
"Incarvillea","sinensis","SC"
"Primula","sinensis","PSI"
"Astragalus","sinicus","PSI"
"Miconia","sintenisii","SC"
"Vriesea","sintenisii","SC"
"Acacia","sinuata","SI"
"Dimorphotheca","sinuata","SI"
"Salpiglossis","sinuata","PSI"
"Jaltomata","sinuosa","SC"
"Lobelia","siphilitica","SC"
"Solanum","sisymbriifolium","PSI"
"Solanum","sitiens","SI"
"Agalinis","skinneriana","SC"
"Aphanostephus","skirrhobasis","SC"
"Solanum","skutchii","SI"
"Senecio","smallii","SI"
"Acmena","smithii","SC"
"Asteriscus","smithii","SI"
"Helianthus","smithii","SI"
"Lymania","smithii","SC"
"Salvia","smyrnaea","SC"
"Galactia","soata","SC"
"Callisia","soconuscensis","SC"
"Helianthus","sodiroi","SI"
"Solanum","sodiroi","SI"
"Solanum","sodomeum","SC"
"Collomia","soehrensii","SC"
"Witheringia","solanacea","SI"
"Nicotiana","solanifolia","SC"
"Calystegia","soldanella","SC"
"Medicago","soleirolii","SC"
"Centaurea","solstitialis","PSI"
"Cyanotis","somaliensis","SI"
"Papaver","sommniferum","SI"
"Withania","somnifera","SC"
"Malacothrix","sonchoides","SI"
"Croton","sonderianus","SC"
"Eremosparton","songoricum","PSI"
"Flaveria","sonorensis","SI"
"Descurainia","sophia","SC"
"Bartlettina","sordida","SI"
"Eupatorium","sordidum","SI"
"Arnica","sororia","SI"
"Brassica","souliei","SI"
"Arabis","soyeri","SC"
"Eriosema","sp","SC"
"Acacia","sp.","PSI"
"Albizia","sp.","PSI"
"Argyrolobium","sp.","SC"
"Chamaecrista","sp.","SC"
"Clianthus","sp.","SI"
"Crotalaria","sp.","SC"
"Gompholobium","sp.","SC"
"Goodia","sp.","SC"
"Isotropis","sp.","SC"
"Leucaena","sp.","SC"
"Lonchocarpus","sp.","PSI"
"Psoralea","sp.","SC"
"Voandzeia","sp.","SC"
"Boechera","sparsiflora","SC"
"Lotononis","sparsiflora","SC"
"Vriesea","sparsiflora","PSI"
"Thalictrum","sparsiflorum","SC"
"Rhoeo","spathacea","PSI"
"Eucalyptus","spathulata","SI"
"Senecio","spathulatus","SI"
"Billbergia","speciosa","SI"
"Erythina","speciosa","SI"
"Erythrina","speciosa","SI"
"Lagerstroemia","speciosa","PSI"
"Luehea","speciosa","PSI"
"Mutisia","speciosa","SC"
"Parkia","speciosa","PSI"
"Sesbania","speciosa","SC"
"Telopea","speciosissima","SI"
"Dendrobium","speciosum","SI"
"Lilium","speciosum","SI"
"Pleurophyllum","speciosum","SI"
"Theobroma","speciosum","SI"
"Trifolium","speciosum","SC"
"Melilotus","speciosus","PSI"
"Dendrobium","spectabile","SC"
"Bougainvillea","spectabilis","SI"
"Crotalaria","spectabilis","SC"
"Rubus","spectabilis","SI"
"Senna","spectabilis","PSI"
"Grevillea","sphacelata","PSI"
"Oncidium","sphacelatum","SI"
"Lathyrus","sphaericus","SC"
"Retama","sphaerocarpa","PSI"
"Medicago","sphaerocarpos","SC"
"Acacia","sphaerocephala","SI"
"Apera","spica-venti","SI"
"Calycadenia","spicata","SI"
"Coespeletia","spicata","SI"
"Danthonia","spicata","SC"
"Distichlis","spicata","SI"
"Espeletia","spicata","PSI"
"Indigofera","spicata","SC"
"Liatris","spicata","SI"
"Scutia","spicata","SC"
"Trigonella","spicata","SC"
"Galactia","spiciformis","SC"
"Gamochaeta","spiciformis","PSI"
"Tillandsia","spiculosa","SI"
"Brassica","spinescens","SI"
"Geonoma","spinescens","PSI"
"Argania","spinosa","SI"
"Caragana","spinosa","SI"
"Cleome","spinosa","PSI"
"Hormathophylla","spinosa","SI"
"Prunus","spinosa","SI"
"Sida","spinosa","SC"
"Trigonella","spinosa","SC"
"Colletia","spinosissima","PSI"
"Rosa","spinosissima","PSI"
"Hedysarum","spinosissimum","SC"
"Cichorium","spinosum","SI"
"Lepidium","spinosum","SC"
"Ptilotrichum","spinosum","SI"
"Banksia","spinulosa","PSI"
"Xanthisma","spinulosum","SI"
"Solanum","spirale","SC"
"Costus","spiralis","PSI"
"Astranthium","splendens","SC"
"Hibiscus","splendens","PSI"
"Myrcia","splendens","PSI"
"Oxytropis","splendens","SI"
"Vriesea","splendens","SC"
"Shorea","splendida","SI"
"Hordeum","spontaneum","SC"
"Cavalia","spp.","SC"
"Desmodium","spp.","SC"
"Jacksonia","spp.","SC"
"Kennedia","spp.","SC"
"Labichea","spp.","SC"
"Lens","spp.","SC"
"Lupinus","spp.","SI"
"Medicago","spp.","SC"
"Oxylobium","spp.","SC"
"Petalostylis","spp.","SC"
"Swainso","spp.","SC"
"Bejaria","sprucei","SI"
"Trigonella","spruneria","SC"
"Trifolium","spumosum","SC"
"Commidendrum","spurium","SI"
"Malacothrix","squalida","SC"
"Senecio","squalidus","SI"
"Oxalis","squamata","SI"
"Vellozia","squamata","SI"
"Helianthemum","squamatum","PSI"
"Symphyotrichum","squamatum","SC"
"Trifolium","squamosum","SC"
"Grindelia","squarrosa","SI"
"Justicia","squarrosa","PSI"
"Onobrychis","squarrosa","SC"
"Senecio","squarrosus","SC"
"Prunus","ssiori","PSI"
"Mazus","stachydifolius","SI"
"Prescottia","stachyodes","SC"
"Solanum","stagnale","SC"
"Pitcairnia","staminea","SC"
"Vaccinium","stamineum","SI"
"Cymbispatha","standleyi","SC"
"Carex","stans","SI"
"Malacothrix","stebbinsii","SC"
"Banisteriopsis","stellaris","SI"
"Calendula","stellata","PSI"
"Magnolia","stellata","PSI"
"Pachycladon","stellata","SC"
"Trigonella","stellata","SC"
"Trifolium","stellatum","SC"
"Stenocereus","stellatus","SI"
"Tibouchina","stenocarpa","PSI"
"Drosera","stenopetala","SC"
"Solanum","stenophyllidium","SI"
"Lathyrus","stenophyllus","SC"
"Arachis","stenosperma","SC"
"Miconia","stephananthera","PSI"
"Senecio","sterquilinus","SC"
"Trifolium","steudneri","SC"
"Simsia","steyermarkii","SI"
"Hymenaea","stignocarpa","PSI"
"Hymenaea","stigonocarpa","PSI"
"Coreopsis","stillmanii","SI"
"Kummerowia","stipulacea","SC"
"Lespedeza","stipulacea","SC"
"Crotalaria","stipularia","SC"
"Inga","stipularis","PSI"
"Solanum","stipuloideum","SI"
"Kennedia","stirlingii","SC"
"Silene","stockenii","PSI"
"Nicotiana","stocktonii","SC"
"Agrostis","stolonifera","SI"
"Ipomea","stoloniferq","SI"
"Solanum","stoloniferum","SC"
"Aphelandra","storkii","PSI"
"Solanum","stramoniifolium","SC"
"Brachistus","stramoniifolius","SC"
"Dendrobium","stratiotes","SC"
"Dendrobium","strebloceras","SC"
"Tillandsia","streptophylla","SI"
"Bletilla","striata","SC"
"Crotalaria","striata","SC"
"Galactia","striata","SC"
"Kummerowia","striata","SC"
"Lespedeza","striata","SC"
"Angraecum","striatum","SC"
"Trifolium","striatum","SC"
"Astragalus","striatus","SI"
"Cytisus","striatus","PSI"
"Aristida","stricta","SI"
"Boechera","stricta","SC"
"Erythrina","stricta","PSI"
"Grindelia","stricta","SI"
"Oxalis","stricta","SC"
"Platanthera","stricta","SC"
"Tillandsia","stricta","PSI"
"Trifolium","strictum","SC"
"Diptychocarpus","strictus","SC"
"Desmodium","strigillosum","SC"
"Erigeron","strigosus","SC"
"Xanthium","strumarium","SC"
"Nemesia","strumosa","SI"
"Helianthus","strumosus","SI"
"Solanum","stuckertii","PSI"
"Helianthus","stuebelli","SI"
"Lespedeza","stuevei","SC"
"Dendrobium","stuposum","SC"
"Tetrapterys","styloptera","SI"
"Leavenworthia","stylosa","SI"
"Desmodium","styracifolium","SC"
"Achillea","styriaca","SI"
"Acacia","suaveolens","SC"
"Brugmansia","suaveolens","SI"
"Daviesia","suaveolens","PSI"
"Erythrophleum","suaveolens","SC"
"Lotus","suaveolens","SC"
"Melilotus","suaveolens","PSI"
"Nicotiana","suaveolens","SC"
"Solanum","suaveolens","PSI"
"Berlandiera","subacaulis","SI"
"Grindelia","subalpina","SI"
"Bidens","subalternans","SC"
"Heterotheca","subaxillaris","SI"
"Antirrhinum","subbaeticum","SC"
"Draba","subcapitata","SC"
"Erica","subdivaricata","SI"
"Passiflora","suberosa","PSI"
"Gonolobus","suberosus","SI"
"Codonopsis","subglobosa","PSI"
"Rhynchosia","sublobata","SC"
"Phaseolus","sublobatus","SC"
"Helianthus","subniveus","SI"
"Piriqueta","suborbicularis","SI"
"Pontederia","subovata","PSI"
"Taraxacum","subsect.Erythrocarpa","SI"
"Taraxacum","subsect.Kashmirana","SI"
"Taraxacum","subsect.Oligantha","SI"
"Taraxacum","subsectArctica","SI"
"Leandra","subseriata","SC"
"Stylosanthes","subsericea","SC"
"Ruellia","subsessilis","SC"
"Madia","subspicata","SC"
"Trifolium","subterraneum","SC"
"Asclepias","subulata","SI"
"Turnera","subulata","SI"
"Dendrobium","subulatum","SI"
"Symphyotrichum","subulatum","SC"
"Aster","subulatus","SC"
"Colobanthus","subulatus","SC"
"Desmanthus","subulatus","SC"
"Solanum","subvelutinum","SI"
"Scorpiurus","subvillosus","SC"
"Lipochaeta","succulenta","SC"
"Ruellia","succulenta","SC"
"Tolpis","succulenta","PSI"
"Lipochaeta","suculenta","SC"
"Arabidopsis","suecica","SC"
"Faramea","suerrensis","SI"
"Psychotria","suerrensis","SI"
"Adesmia","suffocata","SC"
"Hesperidanthus","suffrutescens","SI"
"Indigofera","suffrutic","SC"
"Calendula","suffruticosa","PSI"
"Medicago","suffruticosa","SC"
"Gasteria","sulcata","PSI"
"Dendrobium","sulcatum","SC"
"Melilotus","sulcatus","SC"
"Rubus","sulcatus","SC"
"Scorpiurus","sulcatus","SC"
"Centaurea","sulphurea","SC"
"Hedysarum","sulphurescens","SI"
"Lilium","sulphureum","SI"
"Lupinus","sulphureus","SC"
"Indigofera","sumatra","PSI"
"Erigeron","sumatrensis","SC"
"Argyranthemum","sundingii","SI"
"Diplotaxis","sundingii","SI"
"Lilium","superbum","SI"
"Actinotus","superbus","SC"
"Potentilla","supina","SC"
"Solanum","supinum","SC"
"Andira","surinamensis","SI"
"Protea","susannae","SI"
"Saxifraga","svalbardensis","PSI"
"Chamaecrista","swainsoni","SC"
"Tetramolopium","sylvae","SC"
"Miconia","sylvatica","SC"
"Microseris","sylvatica","SI"
"Stachys","sylvatica","SC"
"Brachypodium","sylvaticum","SC"
"Senecio","sylvaticus","SC"
"Arachis","sylvestris","SC"
"Nicotiana","sylvestris","SC"
"Phoenix","sylvestris","SI"
"Rorippa","sylvestris","SI"
"Senna","sylvestris","SC"
"Solanum","symonii","SC"
"Stylosanthes","sympodialis","SC"
"Asclepias","syriaca","SI"
"Medicago","syriaca","SC"
"Veronica","syriaca","SI"
"Arnebia","szechenyi","SI"
"Glycine","tabaci","SC"
"Solanum","tabanoense","SI"
"Solanum","tacanense","SI"
"Solanum","taeniotrichum","SI"
"Erythrina","tahitensis","PSI"
"Monochaetum","talamancense","SC"
"Descurainia","tanacetifolia","SI"
"Potentilla","tanacetifolia","SC"
"Anisodus","tanguticus","PSI"
"Solanum","tarnii","SI"
"Crambe","tatarica","SI"
"Aster","tataricus","SI"
"Desmanthus","tatuhyensis","SC"
"Scorzonera","tau-saghyz","SI"
"Piriqueta","taubatensis","SI"
"Marcetia","taxifolia","SC"
"Conospermum","taxifolium","SI"
"Centaurea","tchihatcheffii","SC"
"Crepis","tectorum","PSI"
"Astragalus","tegetariodes","SI"
"Astragalus","tegetarioides","SI"
"Trifolium","tembense","SC"
"Dipterocarpus","tempehes","SI"
"Walsura","temrifolia","SI"
"Lotononis","tenella","SC"
"Osmadenia","tenella","SI"
"Acaena","tenera","SC"
"Senecio","teneriffae","SC"
"Lactuca","tenerrima","SC"
"Sonchus","tenerrimus","SI"
"Agropyron","tenerum","SC"
"Astragalus","tennesseensis","PSI"
"Echinacea","tennesseensis","SI"
"Medicago","tenorea","SC"
"Passiflora","tenuifila","PSI"
"Galactia","tenuiflora","SC"
"Paliavana","tenuiflora","SC"
"Carduus","tenuiflorus","SC"
"Dillwynia","tenuifolia","PSI"
"Gazania","tenuifolia","SC"
"Ipomopsis","tenuifolia","SI"
"Mandevilla","tenuifolia","PSI"
"Marshallia","tenuifolia","SC"
"Pectis","tenuifolia","SC"
"Tillandsia","tenuifolia","SC"
"Lilium","tenuifolium","SI"
"Darwiniothamnus","tenuifolius","SC"
"Schoenolaena","tenuior","SI"
"Solanum","tenuipes","SC"
"Cardamine","tenuirostris","SI"
"Agrostis","tenuis","SI"
"Carthamus","tenuis","SC"
"Cattleya","tenuis","SC"
"Evolvulus","tenuis","SI"
"Lipochaeta","tenuis","SC"
"Melanthera","tenuis","SC"
"Simsia","tenuis","SI"
"Diplotaxis","tenuisiliqua","SI"
"Solanum","tenuispinum","SC"
"Gnephosis","tenuissima","SC"
"Platysace","tenuissima","SC"
"Tradescantia","tepoxtlana","SC"
"Thesium","tepuiense","SC"
"Acianthera","teres","PSI"
"Diodia","teres","SC"
"Sagittaria","teres","SC"
"Erysimum","teretifolium","SI"
"Solanum","terminale","SC"
"Acacia","terminalis","PSI"
"Cordyline","terminalis","SC"
"Clitoria","ternea","SC"
"Macadamia","ternifolia","SC"
"Aphelandra","terryae","PSI"
"Olneya","tesota","SI"
"Thalassia","testudium","SI"
"Hydrocotyle","tetragoncarpa","SC"
"Centrosema","tetragonolobum","SC"
"Psophocarpus","tetragonolobus","SC"
"Anthyllis","tetraphylla","SC"
"Lepisanthes","tetraphylla","SI"
"Tripodion","tetraphyllum","SC"
"Sophora","tetraptera","SI"
"Vicia","tetrasperma","SC"
"Dendrobium","tetrodon","SC"
"Galactia","texa","SC"
"Asclepias","texana","SI"
"Berlandiera","texana","SI"
"Grindelia","texana","SI"
"Lupinus","texensis","SC"
"Arabidopsis","thaliana","SC"
"Thalictrum","thalictroides","SC"
"Trifolium","thalii","SI"
"Miconia","theaezans","SI"
"Phoenix","theophrasti","SI"
"Capsella","thracica","SC"
"Aloë","thraskii","SC"
"Gardenia","thunbergia","SI"
"Chromolaena","thurnii","PSI"
"Calibrachoa","thymifolia","SI"
"Fumana","thymifolia","SC"
"Sansevieria","thyrsiflora","SC"
"Dendrobium","thyrsiflorum","SI"
"Vochysia","thyrsoidea","SI"
"Taraxacum","tibetanum","SI"
"Vicia","tigridis","SC"
"Lilium","tigrinum","SI"
"Ipomea","tiliacea","SI"
"Parkia","timoria","PSI"
"Coespeletia","timotensis","SI"
"Espeletia","timotensis","PSI"
"Centaurea","tinctoria","PSI"
"Coreopsis","tinctoria","PSI"
"Lachnanthes","tinctoria","SC"
"Carthamnus","tinctorius","SI"
"Carthamus","tinctorius","SC"
"Plagiogborhtys","tinctorius","SC"
"Lathyrus","tingitanus","SC"
"Solanum","tobagense","SI"
"Glycine","tomentella","SC"
"Congea","tomentosa","SI"
"Melochia","tomentosa","SI"
"Myrcia","tomentosa","PSI"
"Nicotiana","tomentosa","SI"
"Stylosanthes","tomentosa","SC"
"Xanthosia","tomentosa","SI"
"Nicotiana","tomentosiformis","SC"
"Centrolobium","tomentosum","SC"
"Clerodendrum","tomentosum","PSI"
"Parthenium","tomentosum","SI"
"Solanum","tomentosum","SC"
"Trifolium","tomentosum","SC"
"Stromanthe","tonckat","SC"
"Sorbus","torminalis","SI"
"Prosopis","torquata","SI"
"Lycium","torreyi","SI"
"Malacothrix","torreyi","SI"
"Bidens","torta","PSI"
"Medicago","torta","SC"
"Dendrobium","tortile","SC"
"Acacia","tortilis","PSI"
"Haworthia","tortuosa","PSI"
"Desmodium","tortuosum","SC"
"Streptanthus","tortuosus","SC"
"Leavenworthia","torulosa","SC"
"Solanum","torvum","SC"
"Brassica","tournefortii","SC"
"Capsicum","tovarii","SC"
"Hydrocotyle","trachycarpa","SC"
"Zornia","trachycarpa","SC"
"Solanum","trachycarpum","SC"
"Aster","tradescantii","SI"
"Astragalus","tragacantha","SC"
"Onobrychis","transcaucasica","SI"
"Shorea","trapezifolia","SI"
"Casearia","tremula","SI"
"Astragalus","tribuloides","SC"
"Solanum","tribulosum","SC"
"Leucaena","trichodes","SI"
"Restrepia","trichoglossa","SC"
"Megraphrynium","trichogynum","SC"
"Tibouchina","trichopoda","SC"
"Bidens","trichosperma","SI"
"Rubus","tricialis","SI"
"Cneorum","tricoccon","PSI"
"Koellensteinia","tricolor","PSI"
"Tropaelum","tricolor","SC"
"Matthiola","tricuspidata","SI"
"Senecio","tricuspidatus","SI"
"Viola","tridentata","PSI"
"Ipomea","trifida","SI"
"Solanum","trifidum","SI"
"Desmodium","triflorum","SC"
"Solanum","triflorum","SC"
"Triphasia","trifolia","SC"
"Crotalaria","trifoliastrum","SC"
"Menyanthes","trifoliata","SI"
"Muelleranthus","trifoliolatus","SC"
"Loasa","triloba","SC"
"Vigna","trilobata","SC"
"Wedelia","trilobata","SC"
"Flaveria","trinervia","SC"
"Marshallia","trinervia","SC"
"Bidens","tripartita","SC"
"Passiflora","tripartita","PSI"
"Solanum","tripartitum","SC"
"Aster","tripolium","SC"
"Coreopsis","tripteris","SI"
"Calendula","tripterocarpa","SC"
"Solanum","trisectum","SC"
"Arachis","trisemita","SC"
"Citharexylum","tristachyum","SI"
"Adesmia","tristis","PSI"
"Hesperis","tristis","SI"
"Solanum","trizygum","SC"
"Calycadenia","truncata","SI"
"Medicago","truncatula","SC"
"Medicago","truncatula_x_littoralis","SC"
"Blakea","tuberculata","SC"
"Ipomea","tuberculata","SI"
"Miconia","tuberculata","SI"
"Stylosanthes","tuberculata","SC"
"Pilosocereus","tuberculatus","SI"
"Sonchus","tuberifer","SI"
"Pinellia","tuberifera","SI"
"Boerhavia","tuberosa","SC"
"Dyckia","tuberosa","SI"
"Merremia","tuberosa","SI"
"Ruellia","tuberosa","SI"
"Spondias","tuberosa","SI"
"Commicarpus","tuberosis","SC"
"Solanum","tuberosum","PSI"
"Calopogon","tuberosus","SC"
"Helianthus","tuberosus","SI"
"Pachyrhizus","tuberosus","SC"
"Leschenaultia","tubiflora","SI"
"Vochysia","tucanorum","SI"
"Bambusa","tulda","SC"
"Symphyotrichum","turbinellum","SI"
"Aster","turbinellus","SI"
"Medicago","turbita","SC"
"Carthamus","turkestanicum","SC"
"Carthamus","turkestanicus","SC"
"Solanum","turneroides","SC"
"Pseudoturritis","turrita","SC"
"Solanum","tweedianum","SC"
"Pariana","ulei","SC"
"Acacia","ulicifolia","SC"
"Gnaphalium","uliginosum","SC"
"Vaccinium","uliginosum","PSI"
"Lotus","uliginosus","PSI"
"Urvillea","ulmacea","SI"
"Guazuma","ulmifolia","SI"
"Turnera","ulmifolia","SC"
"Burchardia","umbellata","SI"
"Chimaphila","umbellata","SC"
"Iberis","umbellata","SC"
"Jaltomata","umbellata","SC"
"Pothomorphe","umbellata","SC"
"Vigna","umbellata","SC"
"Hieracium","umbellatum","SI"
"Memecylon","umbellatum","PSI"
"Solanum","umbellatum","SI"
"Aster","umbellatus","SI"
"Handroanthus","umbellatus","SI"
"Erythronium","umbilicatum","SI"
"Nicotiana","umbratica","SC"
"Portulaca","umbraticola","SC"
"Erucaria","uncata","SI"
"Dillwynia","uncita","PSI"
"Desmodium","uncitanum","SC"
"Hylocereus","undatus","PSI"
"Xanthosoma","undipes","SC"
"Nicotiana","undulata","SC"
"Dendrobium","undulatum","SC"
"Trillium","undulatum","SC"
"Vigna","unguiculata","SC"
"Bauhinia","ungulata","PSI"
"Oncidium","unicorne","SI"
"Aeschynomene","uniflora","SC"
"Arenaria","uniflora","SC"
"Balduina","uniflora","SI"
"Leavenworthia","uniflora","SC"
"Monotropa","uniflora","SI"
"Potentilla","uniflora","SI"
"Senna","uniflora","SC"
"Macrotyloma","uniflorum","SC"
"Stylidium","uniflorum","SI"
"Trifolium","uniflorum","SI"
"Solanum","unilobum","SI"
"Hippocrepis","unisiliquosa","SC"
"Mucuna","urens","PSI"
"Erica","urna-viridis","PSI"
"Eucalyptus","urophylla","PSI"
"Arctostaphylos","urva-ursi","SC"
"Trifolium","usambarense","SC"
"Astragalus","utahensis","PSI"
"Stylidium","utricularioides","SC"
"Govenia","utriculata","PSI"
"Coccoloba","uvifera","SC"
"Vriesea","vagans","SC"
"Alysicarpus","vaginalis","SC"
"Onobrychis","vaginalis","SI"
"Flaveria","vaginata","SI"
"Gaertnera","vaginata","SI"
"Senecio","vagus","SI"
"Solanum","valdiviense","SI"
"Gilia","valdiviensis","SC"
"Biscutella","valentina","SI"
"Antirrhinum","valentinum","PSI"
"Arachis","valida","SC"
"Bidens","valida","PSI"
"Adenothamnus","validus","SI"
"Aechmea","vallerandii","SI"
"Aechmea","van-houtteana","PSI"
"Aechmea","vanhoutteana","PSI"
"Coronilla","varia","PSI"
"Desmodium","varians","SC"
"Bauhinia","variegata","SC"
"Biscutella","variegata","SI"
"Erythrina","variegata","PSI"
"Sarracenia","variolaris","SC"
"Erucastrum","varium","SI"
"Onobrychis","vassilczenkoi","SI"
"Nierembergia","veitchii","SI"
"Senecio","velleioides","SI"
"Handroanthus","vellosoi","SI"
"Mendoncia","vellowiana","SC"
"Erythrina","veluti","SC"
"Prosopis","veluti","PSI"
"Campomanesia","velutina","SI"
"Nicotiana","velutina","SC"
"Rhynchospora","velutina","PSI"
"Turnera","velutina","SC"
"Desmodium","velutinu","SC"
"Gavilea","venosa","PSI"
"Lipochaeta","venosa","SC"
"Centrosema","venosum","SC"
"Encelia","ventorum","SI"
"Gibasis","venustula","SC"
"Aloë","vera","SI"
"Inga","vera","SI"
"Byrsonima","verbascifolia","SI"
"Helianthus","verbesinoides","SI"
"Oyedea","verbesinoides","SC"
"Scorpiurus","vermiculatus","SC"
"Arabis","verna","SC"
"Barbarea","verna","SC"
"Draba","verna","SC"
"Ranunculus","verna","SI"
"Solanum","vernei","SI"
"Damnamenia","vernicosa","SC"
"Damnemenia","vernicosa","SC"
"Capparis","verrucosa","SI"
"Cynophalla","verrucosa","PSI"
"Gasteria","verrucosa","SI"
"Solanum","verrucosum","SC"
"Brugmansia","versicolor","SI"
"Hamelia","versicolor","SC"
"Iris","versicolor","SC"
"Dysosma","versipellis","SI"
"Asclepias","verticillata","SI"
"Coreopsis","verticillata","SI"
"Primula","verticillata","SI"
"Decodon","verticillatus","PSI"
"Helianthus","verticillatus","SI"
"Fragaria","vesca","SC"
"Solanum","vescum","SC"
"Eruca","vesicaria","SI"
"Aldrovanda","vesiculosa","SC"
"Trifolium","vesiculosum","SI"
"Solanum","vespertilio","SC"
"Solanum","vestissimum","SC"
"Hulsea","vestita","SI"
"Vigna","vexillata","SC"
"Centrosema","vexillatum","SC"
"Solanum","viarum","SC"
"Cuttsia","viburnea","SI"
"Onobrychis","viciifolia","SC"
"Solanum","vicinum","SC"
"Galactia","victoriae","SC"
"Aechmea","victoriana","PSI"
"Rubus","vigorosus","SC"
"Simsia","villasenorii","SI"
"Adesmia","villosa","PSI"
"Aeschynomene","villosa","SC"
"Arachis","villosa","SC"
"Calycadenia","villosa","SI"
"Cyanotis","villosa","SI"
"Desmocelis","villosa","SC"
"Desmoscelis","villosa","PSI"
"Melochia","villosa","PSI"
"Pultenaea","villosa","SI"
"Vicia","villosa","PSI"
"Tibouchina","villosissima","PSI"
"Capsicum","villosum","SC"
"Clerodendrum","villosum","PSI"
"Hedychium","villosum","PSI"
"Solanum","villosum","SC"
"Lupinus","villosus","SC"
"Rubus","villosus","SC"
"Astianthus","viminalis","SC"
"Microlicia","viminalis","SI"
"Diplotaxis","viminea","SC"
"Lactuca","viminea","PSI"
"Aster","vimineus","SI"
"Allium","vineale","SC"
"Mirabilis","violacea","SI"
"Petunia","violaceae","SI"
"Solanum","violaceimarmoratum","PSI"
"Solanum","violaceum","SC"
"Alysicarpus","violaceus","SC"
"Orychophragmus","violaceus","SI"
"Noccaea","violascens","SC"
"Diplotaxis","virgata","SI"
"Holocarpha","virgata","SI"
"Lespedeza","virgata","SC"
"Persoonia","virgata","SI"
"Verbesina","virgata","SC"
"Zornia","virgata","SC"
"Erucastrum","virgatum","SI"
"Desmanthus","virgatus","SC"
"Bowdichia","virgilioides","SC"
"Commelina","virginca","PSI"
"Encelia","virginensis","SI"
"Dendrobium","virgineum","SI"
"Tephrosia","virginia","PSI"
"Hamamelis","virginiana","PSI"
"Medeola","virginiana","SI"
"Physalis","virginiana","SI"
"Prunus","virginiana","PSI"
"Rosa","virginiana","PSI"
"Spiraea","virginiana","SI"
"Tradescantia","virginiana","SI"
"Centrosema","virginianum","PSI"
"Solanum","virginianum","SC"
"Kosteletzkya","virginica","SC"
"Lespedeza","virginica","SC"
"Rhexia","virginica","PSI"
"Silene","virginica","SC"
"Helenium","virginicum","SI"
"Helenium","virginucum","PSI"
"Bowdichia","virgioides","SC"
"Solanum","viride","SI"
"Dyssochroma","viridiflora","SI"
"Gesneria","viridiflora","SC"
"Jaltomata","viridiflora","SC"
"Helianthus","viridior","SI"
"Fragaria","viridis","SI"
"Lactuca","virosa","SC"
"Erica","viscaria","SI"
"Geraea","viscida","SI"
"Pseudarthria","viscida","SC"
"Aeschynomene","viscidula","SC"
"Senegalia","visco","SC"
"Bastardia","viscosa","SC"
"Chamaecrista","viscosa","SC"
"Ononis","viscosa","SC"
"Physalis","viscosa","SI"
"Stylosanthes","viscosa","SC"
"Rhododendron","viscosum","PSI"
"Senecio","viscosus","PSI"
"Passiflora","vitafolia","SI"
"Douglasia","vitaliana","SI"
"Crotalaria","vitelli","SC"
"Cochlospermum","vitifolium","PSI"
"Vaccinium","vitis-idaea","PSI"
"Solanum","vitocense","SC"
"Billbergia","vittata","SI"
"Bistorta","vivipara","SC"
"Polygonum","viviparum","SC"
"Asteriscus","vogelii","SI"
"Tephrosia","vogelii","SI"
"Petrea","volubilis","SI"
"Serapias","vomeracea","SC"
"Monochaetum","vulcanicum","SC"
"Cirsium","vulgare","SC"
"Foeniculum","vulgare","SC"
"Leucanthemum","vulgare","PSI"
"Bambusa","vulgaris","SC"
"Barbarea","vulgaris","SI"
"Calluna","vulgaris","PSI"
"Carlina","vulgaris","SI"
"Jacobaea","vulgaris","SI"
